SIZE_0,SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_4,SHAPE_5,SHAPE_6,SHAPE_7,SHAPE_8,SHAPE_9,SHAPE_10
218.9,0.567,0.473,2.196,1.246,1.259,1.092,1.426,1.069,3.112,0.397
197.2,0.477,0.469,2.185,1.267,1.273,1.056,1.670,0.967,3.337,0.367
210.8,0.557,0.449,2.151,1.254,1.317,1.100,1.371,0.982,3.203,0.393
220.1,0.677,0.484,1.937,1.165,1.420,1.262,1.409,0.988,3.366,0.368
196.4,0.547,0.470,2.127,1.181,1.272,1.167,1.602,0.939,3.230,0.377
217.5,0.505,0.453,2.135,1.290,1.215,1.043,1.519,1.007,3.300,0.398
203.0,0.512,0.460,2.103,1.345,1.323,1.117,1.657,1.007,3.274,0.372
213.5,0.567,0.449,2.234,1.286,1.410,1.197,1.401,1.110,3.149,0.390
199.1,0.556,0.477,2.093,1.317,1.301,1.056,1.574,1.004,3.264,0.363
206.5,0.516,0.446,2.210,1.311,1.358,1.200,1.587,1.054,3.142,0.376
220.4,0.650,0.457,1.984,1.301,1.503,1.171,1.461,1.066,3.338,0.404
200.5,0.558,0.475,2.204,1.279,1.243,1.037,1.457,1.069,3.240,0.381
197.2,0.537,0.481,2.108,1.273,1.246,1.084,1.388,0.990,3.333,0.350
207.7,0.591,0.461,2.153,1.300,1.379,1.093,1.347,1.065,3.143,0.380
212.5,0.533,0.476,1.999,1.275,1.360,1.132,1.559,0.966,3.329,0.387
202.0,0.555,0.467,2.146,1.319,1.190,1.118,1.451,1.017,3.106,0.380
197.1,0.499,0.428,2.146,1.419,1.248,1.111,1.644,1.027,2.967,0.373
203.1,0.586,0.474,2.072,1.295,1.350,1.098,1.520,1.055,3.285,0.367
207.2,0.622,0.478,2.019,1.296,1.390,1.168,1.458,0.957,3.320,0.377
214.7,0.668,0.490,1.997,1.229,1.365,1.124,1.306,1.016,3.304,0.373
198.5,0.598,0.472,2.074,1.251,1.348,1.098,1.500,1.000,3.247,0.364
218.2,0.520,0.445,2.196,1.291,1.314,1.102,1.396,0.997,3.293,0.393
221.6,0.681,0.466,1.952,1.202,1.303,1.201,1.488,1.071,3.285,0.413
196.6,0.474,0.460,2.314,1.499,1.302,1.132,1.628,1.059,3.093,0.361
196.3,0.534,0.483,2.219,1.294,1.317,1.200,1.597,1.043,3.324,0.360
197.7,0.518,0.466,2.253,1.306,1.349,1.085,1.643,0.975,3.236,0.370
208.0,0.578,0.479,2.058,1.338,1.285,1.122,1.530,1.052,3.261,0.364
205.0,0.589,0.471,1.913,1.249,1.305,1.065,1.486,1.037,3.232,0.383
209.7,0.663,0.468,2.036,1.274,1.299,1.115,1.342,1.037,3.232,0.383
203.2,0.535,0.465,2.007,1.221,1.228,1.133,1.665,0.991,3.271,0.347
207.1,0.531,0.485,2.132,1.247,1.297,1.086,1.580,0.920,3.473,0.373
204.5,0.498,0.484,2.200,1.310,1.354,1.035,1.561,0.956,3.297,0.377
219.3,0.532,0.478,2.082,1.296,1.464,1.106,1.458,0.959,3.347,0.397
217.4,0.562,0.468,2.084,1.286,1.490,1.178,1.452,1.095,3.185,0.395
217.8,0.521,0.460,2.131,1.269,1.227,1.071,1.551,0.985,3.205,0.420
204.9,0.565,0.469,2.022,1.326,1.276,1.125,1.501,1.084,3.039,0.353
210.1,0.536,0.495,2.087,1.371,1.256,1.100,1.459,0.974,3.389,0.380
202.2,0.523,0.449,2.229,1.347,1.329,1.004,1.554,1.025,3.102,0.365
196.1,0.501,0.472,2.168,1.461,1.418,1.055,1.530,1.006,3.313,0.346
211.6,0.618,0.463,1.974,1.194,1.444,1.215,1.453,0.963,3.111,0.370
181.1,0.515,0.477,2.286,1.352,1.308,1.113,1.588,1.008,3.227,0.361
202.6,0.547,0.473,2.124,1.331,1.384,1.170,1.471,1.004,3.270,0.380
199.0,0.543,0.463,2.060,1.275,1.344,1.136,1.555,1.004,3.226,0.396
202.2,0.518,0.450,2.161,1.284,1.302,1.085,1.564,1.032,3.077,0.391
209.7,0.507,0.468,2.013,1.330,1.355,1.154,1.548,1.013,3.334,0.370
197.9,0.661,0.493,1.978,1.299,1.300,1.124,1.459,0.976,3.273,0.351
218.1,0.558,0.464,1.957,1.363,1.392,1.078,1.428,1.091,3.173,0.403
196.4,0.598,0.476,2.184,1.280,1.201,1.046,1.476,1.072,3.279,0.376
212.4,0.521,0.459,2.209,1.461,1.379,1.144,1.510,1.065,3.288,0.409
206.5,0.626,0.477,2.009,1.198,1.295,1.122,1.369,1.046,3.236,0.367
201.6,0.536,0.464,2.121,1.345,1.385,1.108,1.551,1.096,3.203,0.377
199.5,0.514,0.477,2.049,1.286,1.248,1.064,1.537,0.940,3.443,0.363
197.2,0.532,0.468,2.243,1.329,1.225,1.156,1.543,0.941,3.080,0.365
206.6,0.573,0.464,2.108,1.278,1.254,1.128,1.419,1.045,3.063,0.373
220.0,0.630,0.477,1.904,1.310,1.331,1.187,1.375,1.122,3.098,0.390
211.3,0.531,0.484,2.282,1.350,1.309,1.144,1.390,0.952,3.287,0.404
208.8,0.462,0.481,2.301,1.354,1.327,1.175,1.656,0.946,3.269,0.384
193.6,0.550,0.471,2.190,1.372,1.200,1.159,1.467,1.048,3.167,0.361
204.6,0.683,0.479,2.033,1.307,1.362,1.169,1.361,1.078,3.281,0.353
208.4,0.474,0.473,2.309,1.262,1.151,1.082,1.620,0.957,3.466,0.369
205.7,0.527,0.472,2.295,1.318,1.345,1.160,1.519,1.056,3.257,0.378
206.1,0.525,0.462,2.121,1.278,1.326,1.169,1.596,0.966,3.197,0.385
201.6,0.508,0.463,2.436,1.523,1.438,1.203,1.500,1.051,3.231,0.383
198.4,0.503,0.466,2.205,1.258,1.278,1.177,1.592,1.036,3.274,0.380
210.2,0.599,0.465,1.997,1.497,1.473,1.115,1.496,1.119,3.246,0.381
211.0,0.529,0.474,2.227,1.359,1.328,1.247,1.519,1.063,3.292,0.380
213.3,0.502,0.460,2.178,1.380,1.304,1.105,1.533,0.984,3.189,0.396
220.9,0.629,0.441,2.163,1.246,1.290,1.099,1.359,1.060,3.001,0.397
198.4,0.562,0.472,2.156,1.398,1.308,1.095,1.503,1.023,3.238,0.377
219.8,0.599,0.463,2.110,1.266,1.311,1.130,1.397,1.054,3.080,0.401
211.3,0.552,0.457,2.190,1.390,1.432,1.101,1.459,1.070,3.039,0.376
188.9,0.504,0.467,2.243,1.466,1.281,1.104,1.595,1.094,3.223,0.352
196.8,0.499,0.454,2.237,1.389,1.256,1.055,1.680,1.044,3.212,0.363
214.1,0.636,0.470,2.133,1.196,1.251,1.153,1.339,0.918,3.295,0.373
197.2,0.497,0.474,2.220,1.364,1.251,1.107,1.567,0.943,3.319,0.378
202.7,0.486,0.473,2.378,1.421,1.222,1.038,1.550,0.994,3.201,0.402
193.7,0.474,0.477,2.367,1.424,1.306,1.095,1.577,0.942,3.253,0.373
223.6,0.539,0.448,2.171,1.417,1.317,1.135,1.426,1.070,3.258,0.427
184.2,0.520,0.493,2.244,1.406,1.314,1.102,1.524,0.996,3.368,0.346
201.2,0.593,0.457,1.959,1.265,1.301,1.091,1.432,1.014,3.141,0.369
228.5,0.672,0.479,2.006,1.215,1.350,1.188,1.323,0.984,3.201,0.413
210.2,0.503,0.464,2.441,1.412,1.382,1.139,1.566,1.078,3.217,0.381
191.3,0.507,0.475,2.324,1.332,1.197,1.150,1.511,1.025,3.184,0.366
201.4,0.540,0.474,2.209,1.298,1.316,1.131,1.411,1.009,3.221,0.392
191.5,0.564,0.463,2.089,1.324,1.108,1.103,1.585,1.012,3.248,0.370
200.3,0.576,0.461,2.117,1.314,1.245,1.008,1.412,1.009,3.198,0.402
203.5,0.586,0.465,2.100,1.413,1.255,1.173,1.456,1.038,3.181,0.360
205.2,0.527,0.466,2.298,1.508,1.332,1.172,1.552,1.058,3.265,0.393
219.4,0.685,0.467,1.965,1.340,1.319,1.155,1.343,1.055,3.056,0.400
207.5,0.587,0.475,2.115,1.252,1.353,1.113,1.577,1.018,3.231,0.399
195.4,0.516,0.445,2.117,1.398,1.312,1.110,1.571,1.008,3.284,0.370
210.9,0.575,0.451,2.076,1.361,1.272,1.120,1.349,1.067,3.120,0.395
221.8,0.821,0.492,1.875,1.070,1.439,1.300,1.360,0.967,3.273,0.387
216.6,0.610,0.467,2.068,1.305,1.242,1.057,1.353,1.038,3.246,0.398
221.2,0.593,0.465,1.951,1.319,1.186,1.092,1.434,1.029,3.326,0.404
226.1,0.620,0.443,2.001,1.205,1.335,1.171,1.245,0.988,3.155,0.401
202.5,0.501,0.467,2.072,1.361,1.213,1.089,1.563,0.993,3.238,0.369
210.9,0.637,0.417,2.111,1.125,1.336,1.212,1.307,1.004,2.954,0.391
209.1,0.530,0.456,2.154,1.313,1.271,1.191,1.581,1.021,3.231,0.389
204.4,0.549,0.476,2.232,1.362,1.306,1.103,1.504,1.039,3.179,0.389
205.9,0.700,0.454,2.026,1.319,1.248,1.213,1.391,1.076,3.145,0.374
196.8,0.599,0.466,2.006,1.336,1.189,1.166,1.278,1.079,3.099,0.381
200.5,0.577,0.492,2.094,1.302,1.318,1.135,1.556,0.920,3.300,0.381
197.4,0.570,0.488,2.112,1.301,1.275,1.122,1.550,1.002,3.219,0.360
202.5,0.562,0.443,2.027,1.336,1.337,1.169,1.430,1.066,3.035,0.378
202.6,0.496,0.475,2.249,1.447,1.315,1.177,1.613,1.004,3.327,0.380
210.9,0.597,0.467,2.144,1.410,1.239,1.180,1.488,1.132,3.278,0.371
206.2,0.432,0.442,2.374,1.474,1.330,1.134,1.694,0.978,3.097,0.406
198.8,0.509,0.467,2.220,1.458,1.164,1.126,1.550,1.023,3.184,0.357
223.0,0.583,0.462,1.973,1.373,1.294,1.130,1.452,1.001,3.268,0.402
239.1,0.718,0.471,2.021,1.136,1.497,1.217,1.414,0.963,3.111,0.390
198.5,0.545,0.468,2.120,1.331,1.320,1.142,1.486,1.078,3.410,0.374
195.3,0.519,0.474,2.150,1.389,1.380,1.094,1.550,0.928,3.340,0.371
203.3,0.561,0.458,2.097,1.362,1.208,1.142,1.491,0.985,3.295,0.376
214.9,0.640,0.458,1.903,1.189,1.216,1.035,1.325,0.949,3.139,0.352
214.3,0.509,0.456,2.153,1.251,1.344,1.180,1.479,0.972,3.128,0.402
204.7,0.564,0.465,2.099,1.298,1.216,1.073,1.469,1.013,3.296,0.375
203.9,0.556,0.464,2.091,1.271,1.302,1.121,1.566,0.944,3.219,0.372
207.1,0.582,0.478,2.140,1.306,1.310,1.091,1.529,1.039,3.133,0.374
202.2,0.490,0.468,2.366,1.484,1.274,1.139,1.661,1.095,3.244,0.391
195.4,0.613,0.474,2.025,1.347,1.199,1.098,1.506,1.069,3.130,0.359
214.3,0.664,0.479,2.046,1.246,1.357,1.198,1.408,0.991,3.246,0.377
197.6,0.528,0.468,2.128,1.267,1.309,1.155,1.652,0.909,3.260,0.373
202.5,0.588,0.457,1.935,1.242,1.293,1.094,1.407,1.021,3.264,0.381
202.2,0.523,0.473,2.144,1.393,1.317,1.137,1.622,1.091,3.120,0.365
205.6,0.590,0.472,2.039,1.195,1.310,1.111,1.450,1.055,3.284,0.367
201.2,0.531,0.458,2.135,1.339,1.324,1.117,1.569,1.019,3.282,0.364
210.2,0.487,0.461,2.153,1.304,1.297,1.093,1.645,0.959,3.113,0.388
207.9,0.488,0.462,2.173,1.414,1.272,1.177,1.535,1.019,3.286,0.380
209.1,0.499,0.459,2.139,1.390,1.290,1.157,1.623,0.968,3.079,0.399
209.1,0.603,0.476,2.031,1.391,1.251,1.076,1.443,1.059,3.246,0.392
211.1,0.510,0.485,2.246,1.383,1.278,1.118,1.527,1.009,3.268,0.402
210.2,0.533,0.457,2.175,1.305,1.300,1.090,1.480,1.040,3.131,0.402
212.2,0.630,0.484,2.006,1.281,1.262,1.109,1.359,1.024,3.210,0.376
205.8,0.461,0.508,2.274,1.342,1.175,1.086,1.652,0.948,3.443,0.381
194.4,0.463,0.465,2.231,1.422,1.360,1.085,1.779,0.998,3.252,0.386
211.8,0.567,0.452,2.047,1.367,1.396,1.194,1.484,1.082,3.280,0.407
202.4,0.524,0.457,2.032,1.333,1.408,1.158,1.551,1.009,3.308,0.379
197.4,0.567,0.462,2.176,1.296,1.238,1.087,1.574,0.993,3.197,0.369
203.1,0.511,0.465,2.325,1.338,1.366,1.203,1.525,1.056,3.276,0.361
198.5,0.549,0.446,2.106,1.370,1.266,1.049,1.567,1.013,3.141,0.369
209.6,0.609,0.447,2.067,1.297,1.427,1.134,1.339,1.065,3.173,0.408
197.4,0.501,0.463,2.205,1.412,1.411,1.082,1.615,1.025,3.208,0.377
200.3,0.504,0.463,2.074,1.257,1.257,1.116,1.617,0.882,3.248,0.363
197.9,0.529,0.455,2.064,1.446,1.275,1.084,1.626,0.999,3.097,0.400
211.0,0.600,0.467,2.117,1.270,1.396,1.150,1.386,1.052,3.244,0.404
198.3,0.541,0.472,2.153,1.309,1.272,1.074,1.623,0.947,3.281,0.380
210.9,0.633,0.465,1.932,1.171,1.296,1.196,1.447,1.023,3.178,0.375
184.8,0.536,0.468,2.098,1.261,1.257,1.120,1.613,1.027,3.288,0.348
200.3,0.521,0.466,2.065,1.314,1.283,1.117,1.610,1.052,3.245,0.350
203.3,0.513,0.482,2.259,1.320,1.315,1.142,1.597,0.999,3.285,0.383
206.2,0.563,0.483,2.095,1.227,1.262,1.062,1.450,1.005,3.277,0.366
198.8,0.492,0.456,2.271,1.481,1.311,1.062,1.601,1.032,3.112,0.383
192.3,0.533,0.477,2.204,1.332,1.220,1.059,1.456,1.013,3.256,0.363
216.7,0.655,0.454,1.982,1.119,1.278,1.170,1.412,1.073,3.105,0.391
197.7,0.465,0.481,2.361,1.322,1.299,1.113,1.734,0.981,3.362,0.355
206.0,0.549,0.468,2.302,1.356,1.538,1.205,1.449,1.011,3.333,0.389
214.9,0.551,0.477,2.084,1.297,1.283,1.100,1.429,0.994,3.253,0.395
174.5,0.498,0.489,2.169,1.427,1.269,1.065,1.591,0.943,3.356,0.340
203.5,0.518,0.464,2.270,1.350,1.446,1.209,1.485,1.035,3.260,0.373
200.7,0.547,0.470,2.196,1.386,1.313,1.181,1.499,1.029,3.295,0.380
210.2,0.579,0.470,2.112,1.150,1.284,1.137,1.419,1.001,3.246,0.392
199.6,0.489,0.478,2.173,1.396,1.309,1.140,1.555,1.009,3.340,0.365
206.8,0.491,0.455,2.222,1.343,1.287,1.160,1.619,1.094,3.272,0.386
202.6,0.497,0.472,2.316,1.350,1.413,1.159,1.663,1.016,3.252,0.395
226.4,0.573,0.468,1.955,1.317,1.317,1.163,1.476,1.064,3.285,0.401
211.5,0.513,0.468,2.089,1.239,1.260,1.044,1.547,0.953,3.231,0.380
211.7,0.540,0.471,2.049,1.276,1.251,1.074,1.383,1.008,3.333,0.377
232.8,0.774,0.495,1.892,1.155,1.245,1.252,1.147,1.035,3.106,0.422
226.8,0.576,0.449,1.985,1.162,1.327,1.102,1.371,0.966,3.131,0.429
200.8,0.568,0.463,2.116,1.241,1.367,1.106,1.488,1.016,3.076,0.389
213.9,0.605,0.461,2.078,1.197,1.304,1.237,1.447,1.057,3.215,0.385
211.4,0.592,0.471,1.877,1.407,1.401,1.066,1.429,1.053,3.259,0.366
234.4,0.768,0.492,1.976,1.161,1.356,1.115,1.261,0.989,3.288,0.415
203.2,0.500,0.477,2.184,1.319,1.234,1.111,1.622,0.959,3.149,0.364
198.0,0.506,0.490,2.219,1.348,1.226,1.029,1.597,0.965,3.337,0.364
202.5,0.561,0.469,2.049,1.368,1.353,1.077,1.562,1.016,3.290,0.368
202.3,0.539,0.464,2.123,1.303,1.344,1.080,1.485,1.041,3.336,0.374
239.3,0.704,0.456,2.071,1.150,1.418,1.276,1.481,0.952,3.165,0.412
192.4,0.595,0.457,1.982,1.219,1.174,1.159,1.511,0.939,3.161,0.336
205.7,0.478,0.447,2.034,1.315,1.350,1.122,1.584,0.986,3.046,0.369
207.1,0.515,0.446,2.126,1.389,1.431,1.145,1.529,1.027,3.184,0.393
204.7,0.555,0.465,2.027,1.313,1.337,1.095,1.607,1.024,3.403,0.360
216.7,0.564,0.461,2.098,1.241,1.374,1.126,1.389,1.040,3.219,0.397
200.7,0.589,0.460,2.200,1.289,1.370,1.172,1.534,1.020,3.424,0.370
201.7,0.622,0.447,2.086,1.254,1.244,1.127,1.311,1.064,2.981,0.382
203.0,0.517,0.483,2.066,1.411,1.177,1.072,1.555,0.997,3.320,0.371
213.1,0.604,0.452,2.090,1.285,1.419,1.178,1.468,0.954,3.171,0.391
211.4,0.512,0.456,2.293,1.254,1.298,1.111,1.468,0.949,3.122,0.397
204.4,0.596,0.477,2.134,1.259,1.234,1.090,1.517,1.055,3.363,0.391
207.6,0.607,0.461,2.074,1.318,1.298,1.153,1.356,1.101,3.278,0.394
204.8,0.551,0.476,2.156,1.272,1.310,1.091,1.494,0.979,3.286,0.390
237.3,0.886,0.463,1.978,0.966,1.242,1.258,1.247,0.912,3.040,0.419
222.9,0.648,0.482,1.953,1.205,1.355,1.185,1.366,0.982,3.357,0.401
218.6,0.638,0.456,2.174,1.353,1.331,1.149,1.361,1.103,3.248,0.406
214.7,0.663,0.468,1.976,1.161,1.498,1.133,1.427,0.987,3.272,0.391
205.3,0.580,0.472,2.031,1.291,1.254,1.051,1.406,1.044,3.395,0.379
198.8,0.533,0.469,2.107,1.382,1.320,1.078,1.635,1.065,3.172,0.382
212.3,0.504,0.466,2.156,1.272,1.393,1.158,1.570,0.997,3.243,0.395
191.3,0.546,0.475,2.010,1.330,1.388,1.131,1.401,0.985,3.300,0.334
208.5,0.539,0.470,2.208,1.222,1.290,1.127,1.445,0.961,3.221,0.399
199.4,0.611,0.487,2.054,1.232,1.344,1.109,1.414,1.041,3.440,0.355
207.4,0.534,0.448,2.067,1.367,1.312,1.208,1.402,1.038,3.152,0.378
230.3,0.529,0.458,1.962,1.239,1.299,1.129,1.468,0.922,3.342,0.427
226.3,0.522,0.464,2.042,1.153,1.222,1.084,1.446,0.930,3.230,0.401
201.6,0.559,0.478,2.231,1.369,1.370,1.148,1.394,1.072,3.398,0.371
203.2,0.520,0.453,2.110,1.375,1.283,1.142,1.534,1.026,3.221,0.361
209.1,0.497,0.473,2.374,1.352,1.380,1.131,1.587,1.061,3.173,0.387
218.1,0.596,0.454,2.042,1.339,1.414,1.103,1.351,1.060,3.074,0.410
199.3,0.570,0.479,2.167,1.355,1.316,1.204,1.561,1.122,3.342,0.354
210.2,0.568,0.456,2.060,1.302,1.252,1.188,1.492,1.126,3.172,0.375
216.3,0.676,0.465,1.892,1.223,1.317,1.165,1.404,1.098,3.085,0.393
211.7,0.661,0.465,1.889,1.283,1.269,1.130,1.311,1.027,3.207,0.373
217.6,0.654,0.450,1.995,1.289,1.361,1.143,1.316,1.081,3.100,0.370
223.2,0.646,0.470,1.903,1.258,1.469,1.151,1.337,1.066,3.222,0.383
197.9,0.508,0.463,2.194,1.385,1.247,1.070,1.527,1.034,3.298,0.360
217.0,0.545,0.456,2.169,1.257,1.341,1.082,1.518,1.068,3.343,0.386
202.8,0.592,0.458,1.948,1.199,1.281,1.122,1.429,1.013,3.225,0.391
195.3,0.594,0.474,1.995,1.275,1.409,1.210,1.529,1.011,3.320,0.351
222.6,0.482,0.450,2.132,1.328,1.428,1.105,1.604,0.920,3.298,0.420
196.6,0.545,0.460,2.159,1.286,1.378,1.123,1.694,1.038,3.207,0.368
235.1,0.649,0.464,1.868,1.274,1.240,1.113,1.356,1.012,3.259,0.411
203.8,0.561,0.454,2.113,1.366,1.399,1.043,1.443,1.061,3.135,0.360
208.8,0.573,0.458,2.184,1.320,1.324,1.037,1.412,1.102,3.373,0.390
210.4,0.520,0.449,2.235,1.406,1.280,1.118,1.408,1.080,3.158,0.405
232.8,0.669,0.474,1.967,1.174,1.375,1.152,1.432,1.020,3.262,0.443
196.9,0.543,0.457,2.066,1.408,1.410,1.101,1.545,1.072,3.228,0.344
205.3,0.529,0.456,2.208,1.373,1.335,1.092,1.626,1.043,3.359,0.387
198.3,0.563,0.458,2.220,1.206,1.287,1.071,1.427,1.077,3.231,0.387
209.7,0.566,0.478,1.963,1.163,1.512,1.179,1.506,1.055,3.309,0.365
191.8,0.599,0.454,2.025,1.326,1.378,1.163,1.495,0.995,3.291,0.364
194.7,0.592,0.473,2.032,1.333,1.326,1.130,1.559,1.062,3.337,0.355
215.4,0.552,0.441,2.054,1.301,1.250,1.086,1.430,1.039,3.150,0.393
232.9,0.678,0.471,1.943,1.208,1.386,1.262,1.264,1.098,3.384,0.398
207.5,0.623,0.485,1.896,1.269,1.361,1.072,1.299,1.062,3.300,0.358
204.7,0.587,0.486,2.049,1.325,1.344,1.092,1.406,1.117,3.246,0.373
178.8,0.498,0.484,2.312,1.366,1.283,1.028,1.696,1.051,3.195,0.335
214.4,0.500,0.460,2.181,1.231,1.267,1.095,1.502,0.996,3.206,0.383
213.4,0.571,0.460,2.013,1.207,1.320,1.128,1.508,1.002,3.338,0.388
197.6,0.536,0.463,2.162,1.368,1.321,1.075,1.515,1.059,3.190,0.368
207.4,0.585,0.491,2.017,1.268,1.315,1.165,1.391,0.992,3.320,0.380
210.3,0.564,0.466,2.049,1.309,1.318,1.066,1.528,0.994,3.226,0.383
222.8,0.635,0.477,2.037,1.391,1.416,1.090,1.309,1.126,3.225,0.407
206.8,0.587,0.447,2.052,1.330,1.263,1.107,1.438,1.133,3.081,0.377
209.9,0.614,0.478,2.083,1.220,1.460,1.177,1.413,1.056,3.302,0.389
211.9,0.516,0.463,2.198,1.287,1.283,0.986,1.508,1.021,3.262,0.385
218.5,0.506,0.450,2.282,1.330,1.311,1.113,1.477,1.049,3.224,0.396
222.1,0.688,0.479,1.908,1.305,1.314,1.229,1.227,1.143,3.283,0.361
200.6,0.592,0.464,2.072,1.361,1.307,1.110,1.523,1.052,3.167,0.395
216.8,0.635,0.477,2.008,1.239,1.464,1.221,1.517,1.056,3.225,0.376
220.7,0.539,0.458,2.141,1.281,1.400,1.272,1.524,1.016,3.295,0.395
205.0,0.572,0.458,2.071,1.402,1.266,1.112,1.482,1.098,3.150,0.406
203.8,0.477,0.465,2.234,1.443,1.288,1.068,1.641,1.018,3.222,0.379
207.6,0.594,0.465,2.013,1.278,1.297,1.135,1.369,1.166,3.200,0.378
211.7,0.568,0.461,2.058,1.304,1.395,1.223,1.455,1.005,3.256,0.392
211.0,0.573,0.464,2.014,1.328,1.408,1.057,1.462,1.027,3.446,0.382
209.8,0.574,0.465,1.897,1.263,1.273,1.153,1.552,0.998,3.154,0.379
196.8,0.540,0.472,2.157,1.276,1.269,1.070,1.580,0.976,3.311,0.388
190.5,0.482,0.470,2.278,1.420,1.293,1.062,1.563,1.059,3.207,0.347
220.2,0.645,0.481,2.001,1.117,1.321,1.199,1.339,1.022,3.366,0.380
205.9,0.539,0.476,2.048,1.272,1.337,1.150,1.382,1.038,3.231,0.368
205.8,0.570,0.466,2.071,1.200,1.258,1.153,1.558,1.081,3.224,0.382
202.1,0.504,0.461,2.176,1.380,1.372,1.057,1.543,0.963,3.217,0.368
208.1,0.623,0.465,1.970,1.322,1.514,1.251,1.405,1.080,3.180,0.376
206.9,0.694,0.478,1.960,1.211,1.283,1.103,1.404,1.011,3.239,0.374
214.1,0.574,0.465,2.032,1.264,1.402,1.104,1.449,0.987,3.238,0.374
202.3,0.589,0.485,1.982,1.261,1.260,1.086,1.533,0.993,3.191,0.361
188.8,0.499,0.485,2.112,1.407,1.289,1.050,1.672,0.957,3.306,0.343
206.7,0.545,0.473,2.068,1.375,1.299,1.093,1.538,1.013,3.364,0.370
196.3,0.556,0.480,2.265,1.379,1.422,1.135,1.399,1.064,3.476,0.357
208.4,0.552,0.476,1.985,1.316,1.239,1.051,1.596,0.972,3.234,0.386
199.9,0.563,0.469,2.076,1.305,1.292,1.111,1.528,0.980,3.225,0.365
210.6,0.506,0.454,2.168,1.442,1.271,1.131,1.597,1.051,3.204,0.385
190.6,0.501,0.453,2.236,1.306,1.302,1.066,1.695,0.996,3.188,0.368
206.9,0.517,0.458,2.048,1.281,1.295,1.093,1.501,1.051,3.274,0.369
203.0,0.532,0.447,2.169,1.464,1.524,1.182,1.543,1.019,3.247,0.372
220.1,0.474,0.456,2.136,1.341,1.325,1.123,1.519,1.031,3.256,0.409
196.0,0.513,0.468,2.113,1.518,1.230,1.129,1.612,1.044,3.429,0.359
220.1,0.700,0.473,1.990,1.278,1.368,1.085,1.226,1.189,3.265,0.401
214.4,0.602,0.469,2.029,1.264,1.336,1.083,1.481,1.005,3.214,0.403
212.9,0.534,0.489,2.232,1.325,1.384,1.123,1.577,1.035,3.372,0.388
192.2,0.545,0.467,2.363,1.459,1.607,1.221,1.522,1.127,3.219,0.350
222.4,0.578,0.460,2.055,1.230,1.311,1.231,1.484,1.050,3.232,0.400
204.7,0.576,0.469,2.164,1.381,1.271,1.095,1.457,1.048,3.239,0.395
208.6,0.564,0.451,2.062,1.408,1.296,1.136,1.356,1.086,3.151,0.407
211.5,0.613,0.470,1.978,1.239,1.314,1.114,1.321,1.026,3.277,0.380
225.1,0.514,0.457,2.202,1.349,1.398,1.186,1.542,1.041,3.145,0.405
192.7,0.538,0.500,2.166,1.348,1.320,1.137,1.483,0.983,3.466,0.361
197.0,0.574,0.490,2.025,1.396,1.258,1.057,1.533,1.017,3.242,0.339
215.7,0.588,0.463,1.985,1.400,1.511,1.128,1.461,1.001,3.133,0.415
191.2,0.613,0.487,2.281,1.381,1.432,1.313,1.475,1.088,3.367,0.362
201.0,0.458,0.479,2.314,1.417,1.249,1.013,1.551,0.941,3.403,0.369
214.9,0.569,0.465,2.169,1.305,1.489,1.239,1.401,0.985,3.223,0.415
198.5,0.496,0.468,2.364,1.500,1.362,1.261,1.524,1.094,3.200,0.384
225.3,0.623,0.457,2.023,1.391,1.434,1.292,1.271,1.120,3.181,0.411
203.7,0.598,0.465,1.901,1.187,1.324,1.159,1.469,0.986,3.124,0.370
222.0,0.511,0.467,2.297,1.309,1.446,1.210,1.534,0.981,3.453,0.413
212.1,0.545,0.456,2.203,1.330,1.513,1.144,1.435,0.990,3.269,0.385
218.5,0.585,0.485,2.078,1.279,1.330,1.178,1.385,1.020,3.305,0.402
221.1,0.621,0.466,1.958,1.266,1.292,1.185,1.326,1.077,3.310,0.434
199.2,0.500,0.471,2.169,1.378,1.203,1.041,1.543,1.024,3.300,0.386
215.7,0.577,0.489,2.044,1.240,1.230,1.155,1.452,1.033,3.348,0.406
215.3,0.685,0.477,1.981,1.095,1.426,1.323,1.393,1.000,3.439,0.382
219.2,0.560,0.470,2.014,1.323,1.270,1.220,1.553,1.019,3.283,0.420
197.1,0.584,0.474,2.072,1.382,1.312,1.077,1.521,1.126,3.364,0.383
182.5,0.503,0.481,2.275,1.417,1.286,1.139,1.687,0.951,3.356,0.348
201.4,0.694,0.488,1.983,1.177,1.322,1.208,1.375,0.951,3.206,0.376
195.9,0.567,0.487,2.129,1.354,1.287,1.147,1.463,1.020,3.270,0.357
209.2,0.491,0.478,2.220,1.389,1.265,1.117,1.502,0.956,3.293,0.407
199.6,0.572,0.491,2.159,1.415,1.320,1.176,1.377,1.003,3.363,0.382
191.5,0.559,0.470,2.123,1.307,1.092,1.147,1.503,0.991,3.291,0.367
201.3,0.548,0.500,2.188,1.171,1.304,1.088,1.458,0.975,3.451,0.375
204.3,0.670,0.479,2.107,1.275,1.315,1.137,1.436,1.091,3.123,0.377
201.7,0.643,0.476,1.988,1.330,1.303,1.124,1.492,1.061,3.231,0.379
188.5,0.515,0.494,2.242,1.501,1.208,1.073,1.501,1.010,3.388,0.377
203.0,0.465,0.461,2.234,1.358,1.248,1.085,1.660,0.911,3.324,0.370
