SHAPE_1,SHAPE_2,SHAPE_5,SHAPE_7,SHAPE_8
0.538,0.451,1.240,1.492,1.114
0.514,0.454,1.281,1.586,1.104
0.484,0.466,1.341,1.541,0.984
0.511,0.456,1.288,1.488,1.063
0.557,0.476,1.218,1.360,1.032
0.477,0.477,1.329,1.583,1.008
0.511,0.475,1.356,1.485,1.076
0.514,0.464,1.354,1.587,1.010
0.501,0.461,1.298,1.515,1.018
0.478,0.454,1.358,1.579,0.999
0.492,0.456,1.297,1.610,0.964
0.491,0.451,1.319,1.588,0.975
0.577,0.475,1.229,1.521,1.027
0.511,0.464,1.413,1.451,1.018
0.660,0.436,1.271,1.411,1.058
0.520,0.460,1.317,1.476,1.048
0.528,0.449,1.277,1.530,1.088
0.595,0.451,1.327,1.479,1.123
0.530,0.482,1.450,1.378,1.127
0.597,0.471,1.434,1.455,1.168
0.488,0.463,1.301,1.578,0.965
0.539,0.449,1.289,1.477,1.011
0.511,0.469,1.289,1.547,1.016
0.494,0.475,1.334,1.545,1.033
0.523,0.471,1.296,1.530,1.137
0.553,0.467,1.365,1.501,1.027
0.494,0.445,1.422,1.576,1.000
0.633,0.478,1.277,1.502,1.037
0.557,0.452,1.339,1.509,1.046
0.500,0.458,1.440,1.384,1.007
0.552,0.474,1.290,1.508,1.053
0.528,0.456,1.380,1.460,1.060
0.529,0.468,1.421,1.497,1.001
0.564,0.445,1.180,1.492,1.024
0.476,0.471,1.362,1.720,0.935
0.466,0.456,1.374,1.671,1.117
0.449,0.490,1.263,1.512,0.968
0.623,0.477,1.349,1.389,1.014
0.480,0.454,1.327,1.478,1.030
0.629,0.452,1.361,1.372,1.098
0.512,0.459,1.413,1.480,1.002
0.473,0.464,1.295,1.621,1.021
0.505,0.471,1.347,1.648,1.026
0.539,0.459,1.305,1.536,0.974
0.504,0.458,1.571,1.621,1.035
0.582,0.469,1.316,1.385,1.044
0.578,0.464,1.379,1.463,1.041
0.498,0.455,1.291,1.533,1.031
0.503,0.454,1.352,1.526,1.055
0.534,0.453,1.349,1.496,0.983
0.515,0.464,1.272,1.488,1.003
0.523,0.464,1.196,1.560,1.099
0.504,0.463,1.381,1.471,1.059
0.552,0.446,1.238,1.507,1.046
0.522,0.478,1.352,1.631,0.985
0.493,0.470,1.319,1.546,1.031
0.520,0.474,1.259,1.641,1.048
0.516,0.456,1.319,1.562,0.969
0.505,0.433,1.379,1.490,1.149
0.501,0.482,1.339,1.605,1.024
0.574,0.448,1.366,1.610,1.048
0.537,0.447,1.294,1.563,1.031
0.478,0.454,1.330,1.512,1.050
0.493,0.462,1.291,1.573,1.075
0.514,0.439,1.366,1.582,1.056
0.589,0.453,1.314,1.358,1.061
0.479,0.494,1.435,1.552,0.991
0.523,0.463,1.397,1.550,1.099
0.578,0.466,1.296,1.441,1.023
0.466,0.468,1.313,1.616,1.014
0.503,0.468,1.309,1.580,1.089
0.548,0.455,1.380,1.419,1.098
0.498,0.472,1.292,1.625,1.065
0.528,0.471,1.289,1.615,1.037
0.623,0.459,1.474,1.399,1.102
0.501,0.459,1.364,1.527,1.014
0.454,0.472,1.271,1.630,0.943
0.451,0.453,1.366,1.455,1.020
0.498,0.452,1.380,1.500,0.958
0.520,0.470,1.264,1.508,1.013
0.434,0.464,1.240,1.582,0.958
0.612,0.452,1.302,1.394,0.944
0.472,0.436,1.332,1.606,1.069
0.517,0.466,1.299,1.481,1.077
0.507,0.466,1.283,1.612,1.068
0.520,0.459,1.278,1.545,1.072
0.528,0.447,1.243,1.473,1.059
0.530,0.477,1.293,1.552,0.972
0.457,0.459,1.401,1.561,0.984
0.460,0.456,1.294,1.613,1.099
0.539,0.453,1.344,1.480,1.031
0.463,0.460,1.418,1.524,1.059
0.581,0.474,1.315,1.572,1.035
0.509,0.466,1.320,1.603,0.991
0.544,0.491,1.322,1.511,1.087
0.628,0.481,1.295,1.419,0.971
0.481,0.465,1.325,1.597,1.082
0.498,0.467,1.353,1.473,0.967
0.551,0.445,1.334,1.526,1.027
0.583,0.453,1.264,1.323,1.110
0.497,0.466,1.342,1.485,1.002
0.469,0.475,1.349,1.463,1.002
0.580,0.467,1.281,1.409,1.020
0.506,0.474,1.201,1.476,1.007
0.554,0.467,1.261,1.561,1.021
0.550,0.480,1.285,1.369,1.018
0.475,0.460,1.332,1.472,1.036
0.493,0.452,1.215,1.577,1.065
0.594,0.459,1.347,1.530,0.958
0.519,0.449,1.325,1.576,0.983
0.572,0.484,1.407,1.413,0.982
0.517,0.470,1.292,1.556,1.027
0.485,0.464,1.402,1.566,1.024
0.491,0.476,1.238,1.548,0.977
0.523,0.461,1.253,1.477,1.071
0.519,0.457,1.408,1.422,1.048
0.501,0.472,1.300,1.465,1.049
0.505,0.495,1.269,1.625,1.019
0.463,0.432,1.287,1.708,1.027
0.650,0.458,1.309,1.370,1.076
0.529,0.457,1.339,1.492,0.988
0.549,0.467,1.303,1.520,1.020
0.462,0.458,1.325,1.628,1.037
