SHAPE_1,SHAPE_3,SHAPE_4,SHAPE_8,SHAPE_9
0.538,2.169,1.453,1.114,3.121
0.514,2.224,1.382,1.104,3.175
0.484,2.090,1.343,0.984,3.251
0.511,2.279,1.319,1.063,3.305
0.557,2.083,1.302,1.032,3.226
0.477,2.219,1.452,1.008,3.159
0.511,2.265,1.522,1.076,3.289
0.514,2.101,1.398,1.010,3.251
0.501,2.253,1.436,1.018,3.195
0.478,2.255,1.348,0.999,3.322
0.492,2.218,1.413,0.964,3.027
0.491,2.230,1.399,0.975,3.093
0.577,2.026,1.307,1.027,3.168
0.511,2.116,1.476,1.018,3.269
0.660,2.035,1.348,1.058,3.115
0.520,2.256,1.448,1.048,3.358
0.528,2.169,1.416,1.088,3.082
0.595,1.966,1.435,1.123,3.092
0.530,2.390,1.610,1.127,3.203
0.597,2.211,1.478,1.168,3.357
0.488,2.253,1.370,0.965,3.081
0.539,2.189,1.432,1.011,3.064
0.511,2.204,1.347,1.016,3.305
0.494,2.325,1.369,1.033,3.379
0.523,2.269,1.386,1.137,3.233
0.553,2.018,1.312,1.027,3.140
0.494,2.137,1.298,1.000,3.146
0.633,1.954,1.329,1.037,3.342
0.557,2.060,1.497,1.046,3.282
0.500,2.195,1.491,1.007,3.191
0.552,1.998,1.410,1.053,3.246
0.528,2.099,1.568,1.060,3.035
0.529,2.205,1.277,1.001,3.352
0.564,2.098,1.369,1.024,3.013
0.476,2.295,1.365,0.935,3.339
0.466,2.472,1.494,1.117,3.207
0.449,2.293,1.451,0.968,3.237
0.623,1.956,1.228,1.014,3.130
0.480,2.198,1.383,1.030,3.203
0.629,2.078,1.337,1.098,3.182
0.512,2.192,1.454,1.002,3.171
0.473,2.150,1.446,1.021,3.222
0.505,2.199,1.416,1.026,3.269
0.539,2.130,1.302,0.974,3.106
0.504,2.076,1.328,1.035,3.211
0.582,1.935,1.458,1.044,3.260
0.578,1.986,1.395,1.041,3.277
0.498,2.347,1.539,1.031,3.118
0.503,2.252,1.434,1.055,3.187
0.534,2.219,1.314,0.983,3.183
0.515,2.161,1.307,1.003,3.255
0.523,2.139,1.438,1.099,3.230
0.504,2.158,1.334,1.059,3.307
0.552,2.104,1.285,1.046,3.208
0.522,2.186,1.231,0.985,3.218
0.493,2.291,1.386,1.031,3.102
0.520,2.190,1.327,1.048,3.290
0.516,2.153,1.392,0.969,3.124
0.505,2.184,1.508,1.149,2.952
0.501,2.296,1.335,1.024,3.461
0.574,2.044,1.365,1.048,3.174
0.537,2.081,1.263,1.031,3.134
0.478,2.279,1.408,1.050,3.179
0.493,2.171,1.451,1.075,3.262
0.514,2.193,1.348,1.056,3.035
0.589,2.055,1.388,1.061,3.142
0.479,2.461,1.340,0.991,3.309
0.523,2.194,1.476,1.099,3.225
0.578,2.005,1.288,1.023,3.233
0.466,2.336,1.354,1.014,3.159
0.503,2.259,1.523,1.089,3.225
0.548,2.152,1.356,1.098,3.050
0.498,2.287,1.419,1.065,3.134
0.528,2.197,1.394,1.037,3.141
0.623,2.067,1.314,1.102,3.189
0.501,2.252,1.329,1.014,3.159
0.454,2.186,1.347,0.943,3.208
0.451,2.228,1.315,1.020,3.043
0.498,2.076,1.391,0.958,3.197
0.520,2.220,1.296,1.013,3.116
0.434,2.165,1.489,0.958,3.340
0.612,1.961,1.181,0.944,3.273
0.472,2.056,1.557,1.069,3.057
0.517,2.243,1.486,1.077,3.169
0.507,2.378,1.404,1.068,3.300
0.520,2.179,1.378,1.072,3.088
0.528,2.152,1.367,1.059,2.979
0.530,2.114,1.319,0.972,3.220
0.457,2.313,1.271,0.984,3.232
0.460,2.269,1.489,1.099,3.175
0.539,2.162,1.378,1.031,3.099
0.463,2.404,1.522,1.059,3.174
0.581,2.055,1.383,1.035,3.248
0.509,2.134,1.301,0.991,3.087
0.544,2.126,1.281,1.087,3.320
0.628,2.058,1.233,0.971,3.247
0.481,2.212,1.460,1.082,3.210
0.498,2.088,1.421,0.967,3.317
0.551,2.133,1.453,1.027,3.171
0.583,1.938,1.430,1.110,3.095
0.497,2.218,1.346,1.002,3.256
0.469,2.364,1.407,1.002,3.448
0.580,2.046,1.363,1.020,3.198
0.506,2.224,1.416,1.007,3.175
0.554,2.113,1.342,1.021,3.226
0.550,2.179,1.307,1.018,3.245
0.475,2.306,1.411,1.036,3.214
0.493,2.240,1.463,1.065,3.168
0.594,2.050,1.302,0.958,3.236
0.519,2.040,1.384,0.983,3.050
0.572,2.090,1.312,0.982,3.322
0.517,2.096,1.332,1.027,3.247
0.485,2.249,1.501,1.024,3.175
0.491,2.230,1.457,0.977,3.202
0.523,2.247,1.495,1.071,3.172
0.519,2.134,1.373,1.048,3.218
0.501,2.322,1.390,1.049,3.158
0.505,2.318,1.485,1.019,3.413
0.463,2.279,1.398,1.027,3.087
0.650,2.014,1.269,1.076,3.295
0.529,2.150,1.280,0.988,3.259
0.549,2.080,1.359,1.020,3.387
0.462,2.439,1.408,1.037,3.156
