SIZE_0,SHAPE_1,SHAPE_3,SHAPE_4,SHAPE_9
202.0,0.538,2.169,1.453,3.121
203.0,0.514,2.224,1.382,3.175
203.4,0.484,2.090,1.343,3.251
197.7,0.511,2.279,1.319,3.305
196.2,0.557,2.083,1.302,3.226
192.8,0.477,2.219,1.452,3.159
202.4,0.511,2.265,1.522,3.289
192.8,0.514,2.101,1.398,3.251
195.4,0.501,2.253,1.436,3.195
212.2,0.478,2.255,1.348,3.322
211.0,0.492,2.218,1.413,3.027
203.0,0.491,2.230,1.399,3.093
197.7,0.577,2.026,1.307,3.168
185.4,0.511,2.116,1.476,3.269
197.1,0.660,2.035,1.348,3.115
203.0,0.520,2.256,1.448,3.358
205.7,0.528,2.169,1.416,3.082
202.2,0.595,1.966,1.435,3.092
187.6,0.530,2.390,1.610,3.203
196.6,0.597,2.211,1.478,3.357
182.9,0.488,2.253,1.370,3.081
195.7,0.539,2.189,1.432,3.064
209.8,0.511,2.204,1.347,3.305
186.2,0.494,2.325,1.369,3.379
192.8,0.523,2.269,1.386,3.233
195.4,0.553,2.018,1.312,3.140
190.8,0.494,2.137,1.298,3.146
197.8,0.633,1.954,1.329,3.342
199.3,0.557,2.060,1.497,3.282
203.0,0.500,2.195,1.491,3.191
205.5,0.552,1.998,1.410,3.246
196.4,0.528,2.099,1.568,3.035
203.2,0.529,2.205,1.277,3.352
205.9,0.564,2.098,1.369,3.013
203.5,0.476,2.295,1.365,3.339
189.0,0.466,2.472,1.494,3.207
192.6,0.449,2.293,1.451,3.237
202.7,0.623,1.956,1.228,3.130
201.5,0.480,2.198,1.383,3.203
209.1,0.629,2.078,1.337,3.182
198.5,0.512,2.192,1.454,3.171
200.6,0.473,2.150,1.446,3.222
191.7,0.505,2.199,1.416,3.269
197.9,0.539,2.130,1.302,3.106
204.9,0.504,2.076,1.328,3.211
209.9,0.582,1.935,1.458,3.260
211.6,0.578,1.986,1.395,3.277
190.5,0.498,2.347,1.539,3.118
190.7,0.503,2.252,1.434,3.187
192.6,0.534,2.219,1.314,3.183
205.7,0.515,2.161,1.307,3.255
202.5,0.523,2.139,1.438,3.230
215.7,0.504,2.158,1.334,3.307
200.9,0.552,2.104,1.285,3.208
211.5,0.522,2.186,1.231,3.218
195.5,0.493,2.291,1.386,3.102
191.9,0.520,2.190,1.327,3.290
194.4,0.516,2.153,1.392,3.124
205.1,0.505,2.184,1.508,2.952
196.8,0.501,2.296,1.335,3.461
197.6,0.574,2.044,1.365,3.174
211.6,0.537,2.081,1.263,3.134
197.8,0.478,2.279,1.408,3.179
201.6,0.493,2.171,1.451,3.262
198.6,0.514,2.193,1.348,3.035
201.5,0.589,2.055,1.388,3.142
182.9,0.479,2.461,1.340,3.309
201.0,0.523,2.194,1.476,3.225
202.2,0.578,2.005,1.288,3.233
208.9,0.466,2.336,1.354,3.159
200.2,0.503,2.259,1.523,3.225
202.6,0.548,2.152,1.356,3.050
190.8,0.498,2.287,1.419,3.134
204.5,0.528,2.197,1.394,3.141
201.7,0.623,2.067,1.314,3.189
191.7,0.501,2.252,1.329,3.159
209.7,0.454,2.186,1.347,3.208
206.3,0.451,2.228,1.315,3.043
219.2,0.498,2.076,1.391,3.197
192.9,0.520,2.220,1.296,3.116
195.1,0.434,2.165,1.489,3.340
199.6,0.612,1.961,1.181,3.273
196.9,0.472,2.056,1.557,3.057
185.8,0.517,2.243,1.486,3.169
193.1,0.507,2.378,1.404,3.300
208.1,0.520,2.179,1.378,3.088
196.5,0.528,2.152,1.367,2.979
192.8,0.530,2.114,1.319,3.220
194.6,0.457,2.313,1.271,3.232
196.1,0.460,2.269,1.489,3.175
193.7,0.539,2.162,1.378,3.099
204.6,0.463,2.404,1.522,3.174
198.6,0.581,2.055,1.383,3.248
198.4,0.509,2.134,1.301,3.087
190.8,0.544,2.126,1.281,3.320
199.7,0.628,2.058,1.233,3.247
195.8,0.481,2.212,1.460,3.210
195.8,0.498,2.088,1.421,3.317
201.3,0.551,2.133,1.453,3.171
207.0,0.583,1.938,1.430,3.095
203.1,0.497,2.218,1.346,3.256
195.9,0.469,2.364,1.407,3.448
199.1,0.580,2.046,1.363,3.198
196.6,0.506,2.224,1.416,3.175
200.6,0.554,2.113,1.342,3.226
200.8,0.550,2.179,1.307,3.245
188.6,0.475,2.306,1.411,3.214
190.3,0.493,2.240,1.463,3.168
198.0,0.594,2.050,1.302,3.236
201.3,0.519,2.040,1.384,3.050
200.7,0.572,2.090,1.312,3.322
206.8,0.517,2.096,1.332,3.247
194.6,0.485,2.249,1.501,3.175
197.0,0.491,2.230,1.457,3.202
196.4,0.523,2.247,1.495,3.172
207.2,0.519,2.134,1.373,3.218
206.7,0.501,2.322,1.390,3.158
185.6,0.505,2.318,1.485,3.413
197.1,0.463,2.279,1.398,3.087
209.2,0.650,2.014,1.269,3.295
196.4,0.529,2.150,1.280,3.259
194.5,0.549,2.080,1.359,3.387
198.2,0.462,2.439,1.408,3.156
