SIZE_0,SHAPE_1,SHAPE_3,SHAPE_4,SHAPE_9
185.0,0.463,2.397,1.064,3.456
188.6,0.578,2.266,1.069,3.178
181.3,0.535,2.325,1.194,3.055
184.1,0.523,2.483,1.175,3.281
180.6,0.518,2.418,1.129,3.145
175.5,0.532,2.574,1.133,3.226
190.3,0.575,2.325,1.021,3.281
167.0,0.524,2.450,1.106,3.227
180.5,0.491,2.463,1.149,3.319
187.2,0.533,2.332,1.037,3.175
183.7,0.501,2.477,1.073,3.155
174.8,0.608,2.309,1.179,3.097
193.1,0.506,2.390,1.155,3.130
176.5,0.507,2.374,1.251,3.165
185.8,0.500,2.303,1.154,3.147
194.8,0.527,2.420,1.068,3.293
195.9,0.563,2.254,1.062,3.200
172.5,0.522,2.473,1.040,3.265
177.7,0.484,2.432,1.242,3.292
185.2,0.477,2.339,1.177,3.047
178.9,0.610,2.239,1.162,3.171
184.5,0.471,2.463,1.184,3.087
184.3,0.531,2.439,1.112,3.180
175.8,0.506,2.291,1.161,3.109
186.3,0.539,2.449,1.033,3.245
188.9,0.581,2.123,1.065,3.214
181.1,0.544,2.241,1.140,3.130
182.4,0.641,2.255,1.088,3.275
178.5,0.490,2.348,1.096,3.136
181.5,0.516,2.307,1.231,3.079
181.3,0.543,2.426,1.079,3.094
194.5,0.516,2.204,1.112,3.258
182.3,0.582,2.270,1.184,3.111
176.5,0.499,2.480,1.195,3.124
187.8,0.639,2.253,1.051,3.173
182.8,0.499,2.305,1.206,3.234
179.2,0.519,2.267,1.106,3.023
184.5,0.573,2.278,1.110,3.064
201.7,0.677,2.152,0.999,3.120
192.7,0.552,2.300,1.122,3.163
179.3,0.524,2.378,1.146,3.219
178.0,0.556,2.311,1.130,3.038
188.6,0.511,2.389,1.119,3.135
187.7,0.476,2.365,1.177,3.006
184.7,0.496,2.462,1.180,3.170
176.5,0.519,2.509,1.110,3.166
189.8,0.510,2.290,1.236,3.119
177.2,0.503,2.350,1.198,3.069
180.9,0.464,2.407,1.215,3.069
180.8,0.593,2.401,1.150,3.053
184.8,0.490,2.348,1.203,3.176
174.7,0.516,2.428,1.113,2.967
179.8,0.543,2.510,1.146,3.252
178.5,0.463,2.471,1.168,3.075
174.7,0.606,2.319,1.098,3.118
209.5,0.714,2.118,0.936,3.116
172.3,0.510,2.391,1.198,3.240
193.3,0.589,2.324,1.007,3.333
179.3,0.475,2.274,1.160,3.117
187.4,0.509,2.379,1.204,3.237
185.5,0.494,2.489,1.181,3.069
183.9,0.508,2.313,1.224,2.999
180.3,0.513,2.233,1.225,3.185
179.0,0.577,2.346,1.146,3.014
181.2,0.541,2.121,1.134,3.074
188.1,0.503,2.460,1.083,3.048
182.3,0.527,2.439,1.137,3.228
188.7,0.566,2.340,1.057,3.049
190.2,0.570,2.262,1.012,3.065
180.3,0.514,2.343,1.315,3.058
183.4,0.577,2.288,1.125,3.146
179.5,0.514,2.422,1.049,3.028
188.0,0.476,2.326,1.230,3.044
181.6,0.493,2.481,1.209,3.253
188.0,0.492,2.449,1.306,3.060
198.1,0.752,2.163,1.016,3.108
178.9,0.500,2.307,1.053,3.111
181.5,0.492,2.446,1.035,3.181
180.0,0.504,2.333,1.189,3.140
190.0,0.676,2.254,1.039,3.335
188.1,0.541,2.337,1.177,3.130
188.7,0.505,2.286,1.043,3.329
180.1,0.484,2.378,1.231,3.081
183.3,0.504,2.379,1.117,3.132
198.3,0.497,2.294,1.167,3.145
177.5,0.491,2.415,1.117,3.164
199.1,0.480,2.478,1.143,3.121
183.0,0.484,2.435,1.171,3.207
177.4,0.491,2.400,1.045,3.183
185.9,0.494,2.421,1.297,3.077
190.5,0.515,2.229,1.100,3.159
178.9,0.538,2.273,1.139,3.191
182.4,0.521,2.208,1.233,3.097
191.0,0.453,2.339,1.202,3.070
194.6,0.482,2.317,1.156,3.016
181.3,0.510,2.422,1.198,3.211
200.4,0.523,2.418,1.166,3.093
197.1,0.540,2.321,1.061,3.324
180.0,0.552,2.333,1.022,3.072
181.7,0.629,2.436,1.084,3.005
176.4,0.621,2.206,1.052,3.031
177.8,0.515,2.283,1.096,3.136
190.6,0.489,2.354,1.148,3.046
183.5,0.489,2.452,1.130,3.206
170.7,0.525,2.496,1.183,3.388
185.2,0.586,2.305,1.112,3.076
189.2,0.575,2.385,0.964,3.134
184.2,0.517,2.403,1.086,3.143
178.5,0.501,2.348,1.158,3.201
181.6,0.481,2.434,1.107,3.121
174.9,0.562,2.198,1.102,3.125
191.9,0.551,2.266,1.137,3.121
178.8,0.500,2.428,1.202,3.075
195.5,0.518,2.466,1.215,3.024
185.7,0.592,2.413,1.099,3.266
180.7,0.570,2.212,1.046,3.253
194.8,0.491,2.290,1.112,3.066
203.4,0.536,2.287,1.125,3.023
176.1,0.522,2.343,1.106,3.047
187.1,0.625,2.305,1.009,3.070
182.3,0.584,2.238,1.162,3.129
184.3,0.521,2.303,1.181,2.948
189.8,0.553,2.375,1.048,3.111
184.4,0.509,2.396,1.181,3.164
198.1,0.592,2.193,1.062,3.113
188.0,0.505,2.287,1.183,3.200
187.5,0.522,2.327,1.107,3.121
175.5,0.453,2.375,1.322,3.182
201.9,0.474,2.330,1.255,3.099
187.2,0.499,2.375,1.092,3.209
181.2,0.524,2.309,1.100,3.084
181.1,0.521,2.234,1.168,3.267
173.8,0.506,2.169,1.207,3.100
201.4,0.659,2.225,1.036,3.081
184.3,0.484,2.232,1.124,3.096
187.5,0.482,2.269,1.178,2.996
183.1,0.494,2.293,1.176,3.035
